,name,PA,PM,(dommages Neutre),Portée,Force,Sagesse,Intelligence,Puissance,Échangeable :,-special spell-,Attitude,Vitalité,% Critique,Dommages Feu,Dommages Air,Dommages Terre,Dommages Eau,Dommages Neutre,% Résistance Terre,% Résistance Eau,% Résistance Feu,% Résistance Neutre,% Résistance Air,Dommages,Prospection,Résistances Eau,Résistances Air,Résistances Feu,Chance,Agilité,Résistances Terre,Résistances Neutre,Initiative,(dommages Air),(vol Neutre),(dommages Terre),Dommages Poussée,Invocation,(dommages Feu),(vol Eau),Soins,Arme de chasse,(dommages Eau),Fuite,Invocations,Tacle,Retrait PM,Dommages Pièges,Puissance (pièges),(vol Air),Renvoie dommages,Résistances Critiques,(vol Feu),(soins Feu),(vol Terre),Dommages Critiques,Pods,Esquive PM,Esquive PA,Résistances Poussée,Retrait PA,Dommage Terre,Dommage Feu,Dommage Air,Réduit le coût en PA du sort de,Augmente la portée maximale du sort de,Augmente le nombre de lancers maximal par tour du sort de,Rend la portée du sort modifiable,Augmente les Critiques du sort de%,Désactive le lancer en ligne du sort,Désactive la ligne de vue du sort,Réduit l'intervalle de relance du sort de,Augmente le nombre de lancers maximal par cible du sort de,Augmente les Dommages fixes du sort de,Titre :,Quelqu'un vous suit !,Lié au personnage,% Dommages mêlée,% Résistance mêlée,% Résistance distance,% Dommages distance,% Dommages d'armes,% Dommages aux sorts,Craft coopératif impossible.,Utilisations restantes : /,% Résistance aux armes,(dommages Meilleur élément),Ajouter un sort temporaire,ankama_id,type,level,image_urls
1417,Musamune,,,70.0,,100.0,50.0,,,,,,80.0,8.0,,,,,15.0,,,,12.0,,,,,,,,,,15.0,,,,,,,,,,,,0.0,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,10.0,,,,,,,23590.0,"{'name': 'Épée', 'id': 80}",160.0,"{'icon': 'https://api.dofusdu.de/dofus2/img/item/6748.png', 'sd': 'https://api.dofusdu.de/dofus2/img/item/6748-200.png', 'hq': 'https://api.dofusdu.de/dofus2/img/item/6748-400.png', 'hd': 'https://api.dofusdu.de/dofus2/img/item/6748-800.png'}"
1418,Sac mortuaire de Jiangshi-Nobi,,,,,60.0,30.0,40.0,,,,,200.0,0.0,5.0,,10.0,10.0,10.0,,,5.0,,,,20.0,,,,60.0,,,,,,,,,1.0,,,,,,,,4.0,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,23618.0,"{'name': 'Cape', 'id': 43}",154.0,"{'icon': 'https://api.dofusdu.de/dofus2/img/item/17472.png', 'sd': 'https://api.dofusdu.de/dofus2/img/item/17472-200.png', 'hq': 'https://api.dofusdu.de/dofus2/img/item/17472-400.png', 'hd': 'https://api.dofusdu.de/dofus2/img/item/17472-800.png'}"
1419,Bottes de Brume,,1.0,,,30.0,25.0,50.0,,,,,150.0,0.0,10.0,,5.0,10.0,5.0,4.0,,,,,,30.0,,,,50.0,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,23619.0,"{'name': 'Bottes', 'id': 45}",156.0,"{'icon': 'https://api.dofusdu.de/dofus2/img/item/11346.png', 'sd': 'https://api.dofusdu.de/dofus2/img/item/11346-200.png', 'hq': 'https://api.dofusdu.de/dofus2/img/item/11346-400.png', 'hd': 'https://api.dofusdu.de/dofus2/img/item/11346-800.png'}"
1420,Ceinture de Tsukinochi,,,,1.0,40.0,35.0,40.0,,,,,250.0,0.0,10.0,,10.0,5.0,10.0,,6.0,,,,,25.0,,,,20.0,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,23620.0,"{'name': 'Ceinture', 'id': 58}",158.0,"{'icon': 'https://api.dofusdu.de/dofus2/img/item/10347.png', 'sd': 'https://api.dofusdu.de/dofus2/img/item/10347-200.png', 'hq': 'https://api.dofusdu.de/dofus2/img/item/10347-400.png', 'hd': 'https://api.dofusdu.de/dofus2/img/item/10347-800.png'}"
1421,Bouclier du Yokomaïnu,,,,,,,,25.0,,,,,,,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,0.0,,12.0,,,,,,23621.0,"{'name': 'Bouclier', 'id': 87}",160.0,"{'icon': 'https://api.dofusdu.de/dofus2/img/item/82283.png', 'sd': 'https://api.dofusdu.de/dofus2/img/item/82283-200.png', 'hq': 'https://api.dofusdu.de/dofus2/img/item/82283-400.png', 'hd': 'https://api.dofusdu.de/dofus2/img/item/82283-800.png'}"
1422,Anneau de Koumiho,,,,1.0,,25.0,50.0,,,,,200.0,3.0,10.0,,,,,,5.0,,,,,,10.0,,,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23622.0,"{'name': 'Anneau', 'id': 17}",164.0,"{'icon': 'https://api.dofusdu.de/dofus2/img/item/9346.png', 'sd': 'https://api.dofusdu.de/dofus2/img/item/9346-200.png', 'hq': 'https://api.dofusdu.de/dofus2/img/item/9346-400.png', 'hd': 'https://api.dofusdu.de/dofus2/img/item/9346-800.png'}"
1423,Geta des Tombeaux,,1.0,,,,30.0,50.0,,,,,250.0,4.0,10.0,,,,,,,,,7.0,,,,10.0,10.0,,,,,300.0,,,,,,,,5.0,,,,,,,,,,,,,,,,,5.0,,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23623.0,"{'name': 'Bottes', 'id': 45}",166.0,"{'icon': 'https://api.dofusdu.de/dofus2/img/item/11347.png', 'sd': 'https://api.dofusdu.de/dofus2/img/item/11347-200.png', 'hq': 'https://api.dofusdu.de/dofus2/img/item/11347-400.png', 'hd': 'https://api.dofusdu.de/dofus2/img/item/11347-800.png'}"
1424,Ceinture d'Onigori,,,,,,35.0,60.0,,,,,250.0,,10.0,,,,,,6.0,,,6.0,,,,,,,,,10.0,400.0,,,,,1.0,,,6.0,,,,,,,,,,,,,,,,,7.0,,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23624.0,"{'name': 'Ceinture', 'id': 58}",168.0,"{'icon': 'https://api.dofusdu.de/dofus2/img/item/10346.png', 'sd': 'https://api.dofusdu.de/dofus2/img/item/10346-200.png', 'hq': 'https://api.dofusdu.de/dofus2/img/item/10346-400.png', 'hd': 'https://api.dofusdu.de/dofus2/img/item/10346-800.png'}"
1425,Masque de Kaonashi,,,,,60.0,30.0,60.0,,,,,300.0,3.0,10.0,,10.0,,10.0,,7.0,,,,,20.0,,,,,,,,,,,,,,,,,,,8.0,,,6.0,,,,,,,,,,,,0.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23625.0,"{'name': 'Chapeau', 'id': 27}",170.0,"{'icon': 'https://api.dofusdu.de/dofus2/img/item/16633.png', 'sd': 'https://api.dofusdu.de/dofus2/img/item/16633-200.png', 'hq': 'https://api.dofusdu.de/dofus2/img/item/16633-400.png', 'hd': 'https://api.dofusdu.de/dofus2/img/item/16633-800.png'}"
1426,Bandeau de Spiritueur,1.0,,,0.0,50.0,20.0,50.0,,,,,200.0,3.0,7.0,7.0,7.0,,7.0,,,5.0,,,,,,,,,50.0,,,0.0,,,,,,,,,,,0.0,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23626.0,"{'name': 'Chapeau', 'id': 27}",155.0,"{'icon': 'https://api.dofusdu.de/dofus2/img/item/16634.png', 'sd': 'https://api.dofusdu.de/dofus2/img/item/16634-200.png', 'hq': 'https://api.dofusdu.de/dofus2/img/item/16634-400.png', 'hd': 'https://api.dofusdu.de/dofus2/img/item/16634-800.png'}"
1427,Katana de Spiritueur,,1.0,,0.0,60.0,25.0,60.0,,,,,150.0,4.0,5.0,5.0,5.0,,5.0,,,,,5.0,,,,,,,60.0,,,,16.0,,16.0,,,16.0,,,,,0.0,,,,,,,,0.0,,,,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23627.0,"{'name': 'Épée', 'id': 80}",160.0,"{'icon': 'https://api.dofusdu.de/dofus2/img/item/6749.png', 'sd': 'https://api.dofusdu.de/dofus2/img/item/6749-200.png', 'hq': 'https://api.dofusdu.de/dofus2/img/item/6749-400.png', 'hd': 'https://api.dofusdu.de/dofus2/img/item/6749-800.png'}"
1428,Fût d'Aspiratueur,,1.0,,,40.0,30.0,40.0,,,,,250.0,2.0,9.0,9.0,9.0,,9.0,5.0,,,,,,,,,,,40.0,,,0.0,,,,,,,,,,,,,,,,,,,0.0,,,,5.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23628.0,"{'name': 'Cape', 'id': 43}",165.0,"{'icon': 'https://api.dofusdu.de/dofus2/img/item/17471.png', 'sd': 'https://api.dofusdu.de/dofus2/img/item/17471-200.png', 'hq': 'https://api.dofusdu.de/dofus2/img/item/17471-400.png', 'hd': 'https://api.dofusdu.de/dofus2/img/item/17471-800.png'}"
1429,Carapace d'entraînement du Maître Torte Hou,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23805.0,"{'name': 'Cape', 'id': 43}",180.0,"{'icon': 'https://api.dofusdu.de/dofus2/img/item/17481.png', 'sd': 'https://api.dofusdu.de/dofus2/img/item/17481-200.png', 'hq': 'https://api.dofusdu.de/dofus2/img/item/17481-400.png', 'hd': 'https://api.dofusdu.de/dofus2/img/item/17481-800.png'}"
1430,Amulette Rinne,1.0,,,,,40.0,60.0,,,,,300.0,5.0,12.0,,,12.0,,10.0,,,,10.0,,,,,,60.0,,,,,,,,,,,,,,,0.0,,10.0,0.0,,,,,0.0,,,,,,,,15.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,24022.0,"{'name': 'Amulette', 'id': 33}",200.0,"{'icon': 'https://api.dofusdu.de/dofus2/img/item/1316.png', 'sd': 'https://api.dofusdu.de/dofus2/img/item/1316-200.png', 'hq': 'https://api.dofusdu.de/dofus2/img/item/1316-400.png', 'hd': 'https://api.dofusdu.de/dofus2/img/item/1316-800.png'}"
1431,Sangle Icisme,,,,1.0,,30.0,70.0,,,,,400.0,4.0,12.0,,,12.0,,10.0,,,,10.0,,,,,,70.0,,,,,,,,,,,,,,,0.0,,12.0,0.0,,,,,,,,,,,12.0,0.0,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,24023.0,"{'name': 'Ceinture', 'id': 58}",200.0,"{'icon': 'https://api.dofusdu.de/dofus2/img/item/10348.png', 'sd': 'https://api.dofusdu.de/dofus2/img/item/10348-200.png', 'hq': 'https://api.dofusdu.de/dofus2/img/item/10348-400.png', 'hd': 'https://api.dofusdu.de/dofus2/img/item/10348-800.png'}"
1432,Solerets Kritur,,1.0,,,,50.0,80.0,,,,,500.0,3.0,15.0,,,15.0,,5.0,,,,5.0,,,,,,80.0,,,,,,,,,,,,,,,,,,0.0,,,,,0.0,,,,,,10.0,0.0,20.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,24024.0,"{'name': 'Bottes', 'id': 45}",200.0,"{'icon': 'https://api.dofusdu.de/dofus2/img/item/11348.png', 'sd': 'https://api.dofusdu.de/dofus2/img/item/11348-200.png', 'hq': 'https://api.dofusdu.de/dofus2/img/item/11348-400.png', 'hd': 'https://api.dofusdu.de/dofus2/img/item/11348-800.png'}"
1433,Casque Onsonne,,,,,60.0,40.0,,,,,,300.0,0.0,,12.0,12.0,,,,10.0,10.0,,,,,,,,,60.0,,,,,,,,,,,,,,10.0,,0.0,15.0,,,,,25.0,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,24026.0,"{'name': 'Chapeau', 'id': 27}",200.0,"{'icon': 'https://api.dofusdu.de/dofus2/img/item/16641.png', 'sd': 'https://api.dofusdu.de/dofus2/img/item/16641-200.png', 'hq': 'https://api.dofusdu.de/dofus2/img/item/16641-400.png', 'hd': 'https://api.dofusdu.de/dofus2/img/item/16641-800.png'}"
1434,Cape Ostrophe,,,,1.0,70.0,30.0,,,,,,400.0,0.0,,12.0,12.0,,,,10.0,10.0,,,,,,,,,70.0,,,,,,,,,,,,,,12.0,,0.0,10.0,,,,,,,,,,,0.0,12.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,24027.0,"{'name': 'Cape', 'id': 43}",200.0,"{'icon': 'https://api.dofusdu.de/dofus2/img/item/17479.png', 'sd': 'https://api.dofusdu.de/dofus2/img/item/17479-200.png', 'hq': 'https://api.dofusdu.de/dofus2/img/item/17479-400.png', 'hd': 'https://api.dofusdu.de/dofus2/img/item/17479-800.png'}"
1435,Faux Nème,,0.0,,,80.0,50.0,,,,,,500.0,0.0,,15.0,15.0,,,,5.0,5.0,,,,,,,,,80.0,,,,28.0,,28.0,,,,,,,,,,,12.0,,,,,25.0,,,,,,0.0,10.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,24028.0,"{'name': 'Faux', 'id': 163}",200.0,"{'icon': 'https://api.dofusdu.de/dofus2/img/item/22007.png', 'sd': 'https://api.dofusdu.de/dofus2/img/item/22007-200.png', 'hq': 'https://api.dofusdu.de/dofus2/img/item/22007-400.png', 'hd': 'https://api.dofusdu.de/dofus2/img/item/22007-800.png'}"
1436,Amulette de Wulan,1.0,,,1.0,60.0,30.0,,,,,,300.0,4.0,,,15.0,15.0,15.0,,7.0,,,7.0,,,,,,60.0,,,,,,,,,,,,,,,0.0,,,6.0,,,,,,,,,20.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,24029.0,"{'name': 'Amulette', 'id': 33}",200.0,"{'icon': 'https://api.dofusdu.de/dofus2/img/item/1317.png', 'sd': 'https://api.dofusdu.de/dofus2/img/item/1317-200.png', 'hq': 'https://api.dofusdu.de/dofus2/img/item/1317-400.png', 'hd': 'https://api.dofusdu.de/dofus2/img/item/1317-800.png'}"
1437,Diadème de Wulan,,,,,70.0,35.0,,,,,,400.0,5.0,,,18.0,18.0,18.0,10.0,,5.0,,,,,,,,70.0,,,,,,,,,,,,,,,0.0,,,10.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,24030.0,"{'name': 'Chapeau', 'id': 27}",200.0,"{'icon': 'https://api.dofusdu.de/dofus2/img/item/16643.png', 'sd': 'https://api.dofusdu.de/dofus2/img/item/16643-200.png', 'hq': 'https://api.dofusdu.de/dofus2/img/item/16643-400.png', 'hd': 'https://api.dofusdu.de/dofus2/img/item/16643-800.png'}"
1438,Arc de Wulan,,0.0,,,80.0,40.0,,,,,,350.0,6.0,,,12.0,12.0,12.0,12.0,,,,6.0,,,,,,80.0,,,,,,,22.0,,,,,,,22.0,0.0,,,8.0,,,,,,,,,15.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,24031.0,"{'name': 'Arc', 'id': 39}",200.0,"{'icon': 'https://api.dofusdu.de/dofus2/img/item/2090.png', 'sd': 'https://api.dofusdu.de/dofus2/img/item/2090-200.png', 'hq': 'https://api.dofusdu.de/dofus2/img/item/2090-400.png', 'hd': 'https://api.dofusdu.de/dofus2/img/item/2090-800.png'}"
1439,Anneau Menclatur,,,,,,,,,,,,300.0,4.0,,10.0,,,,7.0,,,,7.0,,,,,,,70.0,,,,,,,25.0,,,,,,,0.0,,,,,,,,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24032.0,"{'name': 'Anneau', 'id': 17}",200.0,"{'icon': 'https://api.dofusdu.de/dofus2/img/item/9347.png', 'sd': 'https://api.dofusdu.de/dofus2/img/item/9347-200.png', 'hq': 'https://api.dofusdu.de/dofus2/img/item/9347-400.png', 'hd': 'https://api.dofusdu.de/dofus2/img/item/9347-800.png'}"
1440,Kanji Jirark,,,,,,40.0,,,,,,400.0,3.0,,,,20.0,,,7.0,,,7.0,,25.0,,,,70.0,,,,500.0,,,,,1.0,,,,,50.0,,,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24033.0,"{'name': 'Arc', 'id': 39}",200.0,"{'icon': 'https://api.dofusdu.de/dofus2/img/item/2091.png', 'sd': 'https://api.dofusdu.de/dofus2/img/item/2091-200.png', 'hq': 'https://api.dofusdu.de/dofus2/img/item/2091-400.png', 'hd': 'https://api.dofusdu.de/dofus2/img/item/2091-800.png'}"
1441,Faux Nétik,,,,0.0,,50.0,,,,,,450.0,3.0,,20.0,,,,,,,7.0,7.0,,,,,,,70.0,,,,,,,,1.0,,,6.0,,,,,10.0,,,,42.0,,,,,,,,10.0,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24034.0,"{'name': 'Faux', 'id': 163}",200.0,"{'icon': 'https://api.dofusdu.de/dofus2/img/item/22006.png', 'sd': 'https://api.dofusdu.de/dofus2/img/item/22006-200.png', 'hq': 'https://api.dofusdu.de/dofus2/img/item/22006-400.png', 'hd': 'https://api.dofusdu.de/dofus2/img/item/22006-800.png'}"
1442,Anneau Rtograf,,,,1.0,,,60.0,,,,,300.0,3.0,9.0,9.0,,9.0,,,3.0,3.0,,3.0,,,,,,60.0,60.0,,,,,,,,,,,,,,6.0,,,,,,,,,,,,9.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24035.0,"{'name': 'Anneau', 'id': 17}",200.0,"{'icon': 'https://api.dofusdu.de/dofus2/img/item/9348.png', 'sd': 'https://api.dofusdu.de/dofus2/img/item/9348-200.png', 'hq': 'https://api.dofusdu.de/dofus2/img/item/9348-400.png', 'hd': 'https://api.dofusdu.de/dofus2/img/item/9348-800.png'}"
1443,Baguette Imologie,,,,,,50.0,80.0,,,,,300.0,5.0,15.0,,,,,5.0,5.0,5.0,,,,,,,,,,,,,,,,30.0,,26.0,,12.0,,,7.0,,,,,,,,,8.0,,,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24036.0,"{'name': 'Baguette', 'id': 65}",200.0,"{'icon': 'https://api.dofusdu.de/dofus2/img/item/3090.png', 'sd': 'https://api.dofusdu.de/dofus2/img/item/3090-200.png', 'hq': 'https://api.dofusdu.de/dofus2/img/item/3090-400.png', 'hd': 'https://api.dofusdu.de/dofus2/img/item/3090-800.png'}"
1444,Maillet Pitaf,,,,,,40.0,75.0,,,,,450.0,,18.0,,,,,,,7.0,,7.0,,,,,,,,,,300.0,,,,,1.0,18.0,,,,,,,12.0,,,,,,,12.0,,,,,12.0,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24037.0,"{'name': 'Marteau', 'id': 42}",200.0,"{'icon': 'https://api.dofusdu.de/dofus2/img/item/7744.png', 'sd': 'https://api.dofusdu.de/dofus2/img/item/7744-200.png', 'hq': 'https://api.dofusdu.de/dofus2/img/item/7744-400.png', 'hd': 'https://api.dofusdu.de/dofus2/img/item/7744-800.png'}"
1445,Amulette Possédée,1.0,,,1.0,50.0,30.0,,,,,,400.0,3.0,,12.0,12.0,,12.0,7.0,,,,7.0,,,,,,,50.0,,,,,,,30.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25214.0,"{'name': 'Amulette', 'id': 33}",200.0,"{'icon': 'https://api.dofusdu.de/dofus2/img/item/1318.png', 'sd': 'https://api.dofusdu.de/dofus2/img/item/1318-200.png', 'hq': 'https://api.dofusdu.de/dofus2/img/item/1318-400.png', 'hd': 'https://api.dofusdu.de/dofus2/img/item/1318-800.png'}"
1446,Anneau Possédé,,,,1.0,60.0,,,,,,,250.0,2.0,,8.0,8.0,,8.0,,,,7.0,7.0,,,,,,,60.0,,,,,,,,,,,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25215.0,"{'name': 'Anneau', 'id': 17}",200.0,"{'icon': 'https://api.dofusdu.de/dofus2/img/item/9356.png', 'sd': 'https://api.dofusdu.de/dofus2/img/item/9356-200.png', 'hq': 'https://api.dofusdu.de/dofus2/img/item/9356-400.png', 'hd': 'https://api.dofusdu.de/dofus2/img/item/9356-800.png'}"
1447,Ceinture Possédée,,,,,60.0,40.0,,15.0,,,,350.0,4.0,,15.0,15.0,,15.0,15.0,,,,,,,,,,,60.0,,,,,,,20.0,1.0,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25216.0,"{'name': 'Ceinture', 'id': 58}",200.0,"{'icon': 'https://api.dofusdu.de/dofus2/img/item/10349.png', 'sd': 'https://api.dofusdu.de/dofus2/img/item/10349-200.png', 'hq': 'https://api.dofusdu.de/dofus2/img/item/10349-400.png', 'hd': 'https://api.dofusdu.de/dofus2/img/item/10349-800.png'}"
1448,Amulette du Pandamonium,1.0,,,1.0,70.0,40.0,,,,,,400.0,,,,12.0,,12.0,,,,7.0,7.0,,,,,,,,,,500.0,,,,,,,,20.0,,,,,,,,,,,,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25217.0,"{'name': 'Amulette', 'id': 33}",200.0,"{'icon': 'https://api.dofusdu.de/dofus2/img/item/1319.png', 'sd': 'https://api.dofusdu.de/dofus2/img/item/1319-200.png', 'hq': 'https://api.dofusdu.de/dofus2/img/item/1319-400.png', 'hd': 'https://api.dofusdu.de/dofus2/img/item/1319-800.png'}"
1449,Alliance du Pandamonium,,,,,60.0,20.0,,,,,,250.0,,,,8.0,,8.0,7.0,,,,,,,,,,,,,,300.0,,,,,1.0,,,,,,8.0,,,,,,,,,,,,,,,10.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25218.0,"{'name': 'Anneau', 'id': 17}",200.0,"{'icon': 'https://api.dofusdu.de/dofus2/img/item/9355.png', 'sd': 'https://api.dofusdu.de/dofus2/img/item/9355-200.png', 'hq': 'https://api.dofusdu.de/dofus2/img/item/9355-400.png', 'hd': 'https://api.dofusdu.de/dofus2/img/item/9355-800.png'}"
1450,Baguette du Pandamonium,,,,1.0,80.0,30.0,,,,,,350.0,,,,15.0,,15.0,7.0,,,,7.0,,,,,,,,,,,,21.0,,,,,,15.0,,,10.0,,,,,,,,,,,21.0,,,,12.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25219.0,"{'name': 'Baguette', 'id': 65}",200.0,"{'icon': 'https://api.dofusdu.de/dofus2/img/item/3091.png', 'sd': 'https://api.dofusdu.de/dofus2/img/item/3091-200.png', 'hq': 'https://api.dofusdu.de/dofus2/img/item/3091-400.png', 'hd': 'https://api.dofusdu.de/dofus2/img/item/3091-800.png'}"
1451,Bouclier Possédé,,,,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,25.0,,,,,,,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,,,0.0,,,,,,,,25220.0,"{'name': 'Bouclier', 'id': 87}",200.0,"{'icon': 'https://api.dofusdu.de/dofus2/img/item/82309.png', 'sd': 'https://api.dofusdu.de/dofus2/img/item/82309-200.png', 'hq': 'https://api.dofusdu.de/dofus2/img/item/82309-400.png', 'hd': 'https://api.dofusdu.de/dofus2/img/item/82309-800.png'}"
1452,Ailes du Chaos,1.0,,,1.0,,30.0,,,,,,400.0,,,18.0,,,,,8.0,,,8.0,,,,,,,70.0,,,300.0,,,,,,,,,,,0.0,,,6.0,,,,,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25221.0,"{'name': 'Cape', 'id': 43}",200.0,"{'icon': 'https://api.dofusdu.de/dofus2/img/item/17498.png', 'sd': 'https://api.dofusdu.de/dofus2/img/item/17498-200.png', 'hq': 'https://api.dofusdu.de/dofus2/img/item/17498-400.png', 'hd': 'https://api.dofusdu.de/dofus2/img/item/17498-800.png'}"
1453,Marteau Possédé,,,18.0,,,60.0,50.0,50.0,,,,400.0,3.0,12.0,,,,,,,7.0,7.0,,,10.0,,,,,,,,0.0,,,,,1.0,,,20.0,,,7.0,,0.0,,,,,,15.0,,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25222.0,"{'name': 'Marteau', 'id': 42}",200.0,"{'icon': 'https://api.dofusdu.de/dofus2/img/item/7745.png', 'sd': 'https://api.dofusdu.de/dofus2/img/item/7745-200.png', 'hq': 'https://api.dofusdu.de/dofus2/img/item/7745-400.png', 'hd': 'https://api.dofusdu.de/dofus2/img/item/7745-800.png'}"
1454,Lame de Danaba,,,,,,,,,,,,250.0,,,,,,,5.0,5.0,5.0,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,25235.0,"{'name': 'Épée', 'id': 80}",180.0,"{'icon': 'https://api.dofusdu.de/dofus2/img/item/6749.png', 'sd': 'https://api.dofusdu.de/dofus2/img/item/6749-200.png', 'hq': 'https://api.dofusdu.de/dofus2/img/item/6749-400.png', 'hd': 'https://api.dofusdu.de/dofus2/img/item/6749-800.png'}"
1455,Pinceau de calligraphie,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25245.0,"{'name': 'Outil', 'id': 105}",180.0,"{'icon': 'https://api.dofusdu.de/dofus2/img/item/176036.png', 'sd': 'https://api.dofusdu.de/dofus2/img/item/176036-200.png', 'hq': 'https://api.dofusdu.de/dofus2/img/item/176036-400.png', 'hd': 'https://api.dofusdu.de/dofus2/img/item/176036-800.png'}"
1456,Pinceau des serments,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,25248.0,"{'name': 'Outil', 'id': 105}",180.0,"{'icon': 'https://api.dofusdu.de/dofus2/img/item/176037.png', 'sd': 'https://api.dofusdu.de/dofus2/img/item/176037-200.png', 'hq': 'https://api.dofusdu.de/dofus2/img/item/176037-400.png', 'hd': 'https://api.dofusdu.de/dofus2/img/item/176037-800.png'}"
1457,Anneau du rat brâkmarien,,,,1.0,,20.0,,10.0,,,,100.0,5.0,,5.0,,,,,,,,,,,,,,,30.0,,,200.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25752.0,"{'name': 'Anneau', 'id': 17}",110.0,"{'icon': 'https://api.dofusdu.de/dofus2/img/item/9363.png', 'sd': 'https://api.dofusdu.de/dofus2/img/item/9363-200.png', 'hq': 'https://api.dofusdu.de/dofus2/img/item/9363-400.png', 'hd': 'https://api.dofusdu.de/dofus2/img/item/9363-800.png'}"
1458,Anneau du rat bontarien,,,,1.0,,20.0,,10.0,,,,100.0,,,,,5.0,,,,,,,,,,,,30.0,,,,200.0,,,,,,,,,,,,,,5.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25753.0,"{'name': 'Anneau', 'id': 17}",110.0,"{'icon': 'https://api.dofusdu.de/dofus2/img/item/9362.png', 'sd': 'https://api.dofusdu.de/dofus2/img/item/9362-200.png', 'hq': 'https://api.dofusdu.de/dofus2/img/item/9362-400.png', 'hd': 'https://api.dofusdu.de/dofus2/img/item/9362-800.png'}"
